,spotify_genre,top_genre
1096,classic afrobeat,funk
1097,classic afrobeat,world music
1098,classic afrobeat,folk music
1099,classic afrobeat,rhythm and blues
1100,classic arab pop,world music
1101,classic arab pop,pop music
1102,classic azeri pop,pop music
1103,classic bangla pop,pop music
1104,classic belgian pop,pop music
1105,classic bhangra,dance music
1106,classic canadian rock,world music
1107,classic canadian rock,rock music
1108,classic city pop,pop music
1109,classic colombian pop,pop music
1110,classic country pop,world music
1111,classic country pop,pop music
1112,classic country pop,country music
1113,classic danish pop,pop music
1114,classic danish rock,world music
1115,classic danish rock,rock music
1116,classic dubstep,electronic music
1117,classic dubstep,dance music
1118,classic eurovision,pop music
1119,classic finnish rock,world music
1120,classic finnish rock,rock music
1121,classic french pop,world music
1122,classic french pop,pop music
1123,classic garage rock,rock music
1124,classic girl group,rhythm and blues
1125,classic girl group,pop music
1126,classic girl group,rock music
1127,classic greek pop,pop music
1128,classic greek rock,world music
1129,classic greek rock,rock music
1130,classic hardstyle,electronic music
1131,classic hardstyle,dance music
1132,classic house,electronic music
1133,classic house,dance music
1134,classic hungarian pop,world music
1135,classic hungarian pop,pop music
1136,classic icelandic pop,pop music
1137,classic indo pop,world music
1138,classic indo pop,pop music
1139,classic indonesian rock,world music
1140,classic indonesian rock,rock music
1141,classic israeli pop,world music
1142,classic israeli pop,pop music
1143,classic italian folk pop,acoustic music
1144,classic italian folk pop,pop music
1145,classic italian folk pop,folk music
1146,classic italian folk pop,world music
1147,classic italian pop,pop music
1148,classic j-pop,pop music
1149,classic k-pop,pop music
1150,classic norwegian pop,world music
1151,classic norwegian pop,pop music
1152,classic pakistani pop,world music
1153,classic pakistani pop,pop music
1154,classic persian pop,world music
1155,classic persian pop,pop music
1156,classic polish pop,pop music
1157,classic praise,world music
1158,classic praise,pop music
1159,classic praise,functional music
1160,classic progressive house,electronic music
1161,classic progressive house,rock music
1162,classic progressive house,dance music
1163,classic rock,rock music
1164,classic romanian pop,pop music
1165,classic russian pop,world music
1166,classic russian pop,pop music
1167,classic russian rock,world music
1168,classic russian rock,rock music
1169,classic schlager,pop music
1170,classic sinhala pop,pop music
1171,classic soul,soul music
1172,classic soul,rhythm and blues
1173,classic soundtrack,functional music
1174,classic swedish pop,pop music
1175,classic thai pop,world music
1176,classic thai pop,pop music
1177,classic uk pop,pop music
1178,classical,art music
1179,classical accordion,art music
1180,classical accordion,acoustic music
1181,classical baritone,art music
1182,classical bass,hip hop music
1183,classical bass,art music
1184,classical bass,world music
1185,classical bass,electronic music
1186,classical cello,art music
1187,classical clarinet,art music
1188,classical contralto,art music
1189,classical countertenor,art music
1190,classical flute,art music
1191,classical guitar,art music
1192,classical guitar,acoustic music
1193,classical harp,art music
1194,classical horn,art music
1195,classical jazz fusion,art music
1196,classical jazz fusion,jazz
1197,classical mandolin,art music
1198,classical mezzo-soprano,art music
1199,classical oboe,art music
1200,classical organ,art music
1201,classical percussion,art music
1202,classical percussion,instrumental music
1203,classical performance,art music
1204,classical piano,art music
1205,classical piano trio,art music
1206,classical saxophone,art music
1207,classical saxophone quartet,art music
1208,classical soprano,art music
1209,classical tenor,art music
1210,classical trombone,art music
1211,classical trumpet,art music
1212,classify,functional music
1213,cleveland indie,rock music
1214,cleveland metal,rock music
1215,coldwave,rock music
1216,collage pop,pop music
1217,cologne electronic,electronic music
1218,cologne hip hop,world music
1219,cologne hip hop,hip hop music
1220,cologne indie,rock music
1221,colombian black metal,world music
1222,colombian black metal,rock music
1223,colombian hip hop,world music
1224,colombian hip hop,hip hop music
1225,colombian indie,world music
1226,colombian indie,pop music
1227,colombian indie,electronic music
1228,colombian pop,pop music
1229,colombian rock,world music
1230,colombian rock,rock music
1231,columbus ohio indie,rock music
1232,combos nacionales,world music
1233,combos nacionales,folk music
1234,comedie musicale,world music
1235,comedie musicale,pop music
1236,comedy,functional music
1237,comedy rap,world music
1238,comedy rap,hip hop music
1239,comedy rap,functional music
1240,comedy rock,rock music
1241,comedy rock,functional music
1242,comic,rock music
1243,comic metal,rock music
1244,commons,rock music
1245,complextro,electronic music
1246,complextro,dance music
1247,compositional ambient,art music
1248,compositional ambient,electronic music
1249,comptine africaine,children's music
1250,concertina,world music
1251,concertina,folk music
1252,connecticut hardcore,electronic music
1253,connecticut hardcore,dance music
1254,connecticut hardcore,rock music
1255,conscious hip hop,world music
1256,conscious hip hop,hip hop music
1257,contemporary classical,art music
1258,contemporary classical piano,pop music
1259,contemporary classical piano,art music
1260,contemporary country,world music
1261,contemporary country,country music
1262,contemporary folk,folk music
1263,contemporary jazz,jazz
1264,contemporary post-bop,jazz
1265,contemporary post-bop,pop music
1266,contemporary post-bop,hip hop music
1267,contemporary post-bop,art music
1268,contemporary post-bop,world music
1269,contemporary vocal jazz,jazz
1270,contemporary vocal jazz,pop music
1271,contemporary vocal jazz,art music
1272,contemporary vocal jazz,vocal music
1273,cook islands pop,pop music
1274,cool jazz,jazz
1275,cork indie,folk music
1276,cornish folk,world music
1277,cornish folk,folk music
1278,cornwall indie,independent music
1279,corrido,world music
1280,corrido,folk music
1281,corrosion,rock music
1282,corsican folk,world music
1283,corsican folk,folk music
1284,cosmic american,world music
1285,cosmic american,country music
1286,cosmic black metal,world music
1287,cosmic black metal,rock music
1288,cosmic death metal,rock music
1289,cosmic post-rock,experimental music
1290,cosmic post-rock,rock music
1291,country,world music
1292,country,country music
1293,country blues,folk music
1294,country blues,world music
1295,country blues,country music
1296,country blues,blues
1297,country dawn,world music
1298,country dawn,country music
1299,country pop,world music
1300,country pop,pop music
1301,country pop,country music
1302,country quebecois,world music
1303,country quebecois,country music
1304,country rap,hip hop music
1305,country road,world music
1306,country road,country music
1307,country rock,world music
1308,country rock,country music
1309,country rock,rock music
1310,coupe-decale,dance music
1311,coverchill,electronic music
1312,covertrance,electronic music
1313,cowboy western,world music
1314,cowboy western,country music
1315,cowboy western,folk music
1316,cowpunk,world music
1317,cowpunk,country music
1318,cowpunk,rock music
1319,crack rock steady,world music
1320,crack rock steady,rock music
1321,croatian electronic,electronic music
1322,croatian hip hop,hip hop music
1323,croatian indie,rock music
1324,croatian metal,rock music
1325,croatian pop,pop music
1326,croatian rock,rock music
1327,crossover prog,rock music
1328,crossover thrash,rock music
1329,crunk,world music
1330,crunk,hip hop music
1331,crust punk,rock music
1332,cryptic black metal,world music
1333,cryptic black metal,rock music
1334,cuarteto,world music
1335,cuatro venezolano,world music
1336,cuban alternative,rock music
1337,cuban rumba,world music
1338,cubaton,world music
1339,cumbia,world music
1340,cumbia chilena,world music
1341,cumbia colombiana regia,world music
1342,cumbia peruana,world music
1343,cumbia pop,world music
1344,cumbia pop,pop music
1345,cumbia sonorense,world music
1346,cumbia villera,folk music
1347,cyber metal,experimental music
1348,cyber metal,electronic music
1349,cyber metal,rock music
1350,cybergrind,rock music
1351,cyberpunk,electronic music
1352,cypriot metal,rock music
1353,czech classical piano,art music
1354,czech electronic,electronic music
1355,czech folk,world music
1356,czech folk,folk music
1357,czech hip hop,world music
1358,czech hip hop,hip hop music
1359,czech indie,rock music
1360,czech metal,rock music
1361,czech pop,pop music
1362,czech pop rock,pop music
1363,czech pop rock,rock music
1364,czech punk,rock music
1365,czech rock,rock music
1366,czech singer-songwriter,vocal music
1367,czech singer-songwriter,acoustic music
1368,czsk black metal,world music
1369,czsk black metal,rock music
1370,czsk hip hop,world music
1371,czsk hip hop,hip hop music
1372,czsk reggae,world music
1373,d-beat,rock music
1374,dabke,world music
1375,dainuojamoji poezija,pop music
1376,dainuojamoji poezija,vocal music
1377,dainuojamoji poezija,acoustic music
