,spotify_genre,top_genre
1095,classic country pop,country music
1096,classic czech pop,pop music
1097,classic danish pop,pop music
1098,classic danish rock,world music
1099,classic danish rock,rock music
1100,classic dubstep,dance music
1101,classic dubstep,electronic music
1102,classic eurovision,pop music
1103,classic finnish rock,world music
1104,classic finnish rock,rock music
1105,classic french pop,world music
1106,classic french pop,pop music
1107,classic garage rock,rock music
1108,classic girl group,pop music
1109,classic girl group,rock music
1110,classic girl group,rhythm and blues
1111,classic greek pop,pop music
1112,classic greek rock,world music
1113,classic greek rock,rock music
1114,classic hardstyle,dance music
1115,classic hardstyle,electronic music
1116,classic house,dance music
1117,classic house,electronic music
1118,classic icelandic pop,pop music
1119,classic indo pop,world music
1120,classic indo pop,pop music
1121,classic indonesian rock,world music
1122,classic indonesian rock,rock music
1123,classic israeli pop,world music
1124,classic israeli pop,pop music
1125,classic italian folk pop,world music
1126,classic italian folk pop,pop music
1127,classic italian folk pop,folk music
1128,classic italian folk pop,acoustic music
1129,classic italian pop,pop music
1130,classic j-pop,pop music
1131,classic k-pop,pop music
1132,classic norwegian pop,world music
1133,classic norwegian pop,pop music
1134,classic opm,world music
1135,classic pakistani pop,world music
1136,classic pakistani pop,pop music
1137,classic persian pop,world music
1138,classic persian pop,pop music
1139,classic polish pop,pop music
1140,classic praise,functional music
1141,classic praise,world music
1142,classic praise,pop music
1143,classic progressive house,dance music
1144,classic progressive house,electronic music
1145,classic progressive house,rock music
1146,classic rock,rock music
1147,classic romanian pop,pop music
1148,classic russian pop,world music
1149,classic russian pop,pop music
1150,classic russian rock,world music
1151,classic russian rock,rock music
1152,classic schlager,pop music
1153,classic sinhala pop,pop music
1154,classic soul,soul music
1155,classic soul,rhythm and blues
1156,classic soundtrack,functional music
1157,classic swedish pop,pop music
1158,classic uk pop,pop music
1159,classical,art music
1160,classical accordion,art music
1161,classical accordion,acoustic music
1162,classical baritone,art music
1163,classical bass,world music
1164,classical bass,art music
1165,classical bass,hip hop music
1166,classical bass,electronic music
1167,classical cello,art music
1168,classical clarinet,art music
1169,classical contralto,art music
1170,classical countertenor,art music
1171,classical flute,art music
1172,classical guitar,art music
1173,classical guitar,acoustic music
1174,classical harp,art music
1175,classical horn,art music
1176,classical jazz fusion,jazz
1177,classical jazz fusion,art music
1178,classical mandolin,art music
1179,classical mezzo-soprano,art music
1180,classical oboe,art music
1181,classical organ,art music
1182,classical percussion,art music
1183,classical percussion,instrumental music
1184,classical performance,art music
1185,classical piano,art music
1186,classical piano trio,art music
1187,classical saxophone,art music
1188,classical saxophone quartet,art music
1189,classical soprano,art music
1190,classical tenor,art music
1191,classical trombone,art music
1192,classical trumpet,art music
1193,classify,functional music
1194,cleveland indie,rock music
1195,cleveland metal,rock music
1196,coldwave,rock music
1197,collage pop,pop music
1198,cologne electronic,electronic music
1199,cologne hip hop,world music
1200,cologne hip hop,hip hop music
1201,cologne indie,rock music
1202,colombian black metal,world music
1203,colombian black metal,rock music
1204,colombian hip hop,world music
1205,colombian hip hop,hip hop music
1206,colombian indie,electronic music
1207,colombian indie,world music
1208,colombian indie,pop music
1209,colombian pop,pop music
1210,colombian rock,world music
1211,colombian rock,rock music
1212,columbus ohio indie,rock music
1213,combos nacionales,folk music
1214,comedy,functional music
1215,comedy rap,functional music
1216,comedy rap,world music
1217,comedy rap,hip hop music
1218,comedy rock,functional music
1219,comedy rock,rock music
1220,comic,rock music
1221,comic metal,rock music
1222,commons,rock music
1223,complextro,dance music
1224,complextro,electronic music
1225,compositional ambient,electronic music
1226,compositional ambient,art music
1227,comptine africaine,children's music
1228,concertina,folk music
1229,concertina,world music
1230,connecticut hardcore,dance music
1231,connecticut hardcore,electronic music
1232,connecticut hardcore,rock music
1233,conscious hip hop,world music
1234,conscious hip hop,hip hop music
1235,contemporary classical,art music
1236,contemporary classical piano,art music
1237,contemporary classical piano,pop music
1238,contemporary country,world music
1239,contemporary country,country music
1240,contemporary jazz,jazz
1241,contemporary post-bop,world music
1242,contemporary post-bop,art music
1243,contemporary post-bop,hip hop music
1244,contemporary post-bop,pop music
1245,contemporary post-bop,jazz
1246,contemporary vocal jazz,art music
1247,contemporary vocal jazz,pop music
1248,contemporary vocal jazz,jazz
1249,contemporary vocal jazz,vocal music
1250,cook islands pop,pop music
1251,cool jazz,jazz
1252,cork indie,folk music
1253,cornish folk,folk music
1254,cornish folk,world music
1255,cornwall indie,independent music
1256,corrido,folk music
1257,corrido,world music
1258,corrosion,rock music
1259,corsican folk,folk music
1260,corsican folk,world music
1261,cosmic american,world music
1262,cosmic american,country music
1263,cosmic black metal,world music
1264,cosmic black metal,rock music
1265,cosmic death metal,rock music
1266,cosmic post-rock,experimental music
1267,cosmic post-rock,rock music
1268,country,world music
1269,country,country music
1270,country blues,world music
1271,country blues,country music
1272,country blues,folk music
1273,country blues,blues
1274,country dawn,world music
1275,country dawn,country music
1276,country pop,world music
1277,country pop,pop music
1278,country pop,country music
1279,country quebecois,world music
1280,country quebecois,country music
1281,country rap,hip hop music
1282,country road,world music
1283,country road,country music
1284,country rock,world music
1285,country rock,rock music
1286,country rock,country music
1287,coupe-decale,dance music
1288,coverchill,electronic music
1289,covertrance,electronic music
1290,cowboy western,folk music
1291,cowboy western,world music
1292,cowboy western,country music
1293,cowpunk,world music
1294,cowpunk,rock music
1295,cowpunk,country music
1296,crack rock steady,world music
1297,crack rock steady,rock music
1298,croatian electronic,electronic music
1299,croatian hip hop,hip hop music
1300,croatian indie,rock music
1301,croatian metal,rock music
1302,croatian pop,pop music
1303,croatian rock,rock music
1304,crossover prog,rock music
1305,crossover thrash,rock music
1306,crunk,world music
1307,crunk,hip hop music
1308,crust punk,rock music
1309,cryptic black metal,world music
1310,cryptic black metal,rock music
1311,cuarteto,world music
1312,cuatro venezolano,world music
1313,cuban alternative,rock music
1314,cuban rumba,world music
1315,cubaton,world music
1316,cumbia,world music
1317,cumbia chilena,world music
1318,cumbia colombiana regia,world music
1319,cumbia peruana,world music
1320,cumbia pop,world music
1321,cumbia pop,pop music
1322,cumbia ranchera,folk music
1323,cumbia ranchera,world music
1324,cumbia sonorense,world music
1325,cumbia villera,folk music
1326,cyber metal,experimental music
1327,cyber metal,electronic music
1328,cyber metal,rock music
1329,cybergrind,rock music
1330,cyberpunk,electronic music
1331,czech classical piano,art music
1332,czech electronic,electronic music
1333,czech folk,folk music
1334,czech folk,world music
1335,czech hip hop,world music
1336,czech hip hop,hip hop music
1337,czech indie,rock music
1338,czech metal,rock music
1339,czech pop,pop music
1340,czech pop rock,pop music
1341,czech pop rock,rock music
1342,czech punk,rock music
1343,czech rock,rock music
1344,czech singer-songwriter,vocal music
1345,czech singer-songwriter,acoustic music
1346,czsk black metal,world music
1347,czsk black metal,rock music
1348,czsk hip hop,world music
1349,czsk hip hop,hip hop music
1350,czsk reggae,world music
1351,d-beat,rock music
1352,dabke,world music
1353,dainuojamoji poezija,pop music
1354,dainuojamoji poezija,vocal music
1355,dainuojamoji poezija,acoustic music
1356,dalarna indie,rock music
1357,dance pop,dance music
1358,dance pop,pop music
1359,dance rock,dance music
1360,dance rock,rock music
1361,dance-punk,rock music
1362,dancefloor dnb,dance music
1363,dancefloor dnb,electronic music
1364,dancehall,world music
1365,danish alternative rock,rock music
1366,danish black metal,world music
1367,danish black metal,rock music
1368,danish death metal,rock music
1369,danish electro,dance music
1370,danish electro,electronic music
1371,danish electronic,electronic music
1372,danish electropop,electronic music
1373,danish electropop,pop music
1374,danish experimental,experimental music
1375,danish folk,folk music
1376,danish folk,world music
1377,danish hardcore,dance music
1378,danish hardcore,electronic music
1379,danish hardcore,rock music
1380,danish hip hop,world music
